37.3124631552;93.0636996608
20.4690509824;64.2966293504
25.230157824;13.5498533888
52.052340224;150.5595871232
71.8290162688;132.8152731648
58.863460352;123.6550219776
42.2568786944;98.9858002944
39.2563432448;164.6892007424
69.5791545344;75.7026085888
37.5855563776;98.4612655104
50.4769912832;44.9647930368
31.296895488;142.4543454208
19.741934592;124.6603789312
3.104576512;16.2607029248
40.6781305856;13.6866158592
59.5140315136;114.0443710464
31.1538004992;75.1794768896
13.6415120384;27.7708930048
29.8274802688;151.781881344
32.7089152;119.5172411392
64.6414383104;147.4487073792
77.2411850752;16.3740731392
23.4943008768;3.5710005248
12.5673014272;96.5699167232
21.123829248;43.6606219264
52.1814796288;37.2528014336
11.8804639744;85.8479096832
15.4165159936;72.4743436288
31.497876992;14.751952896
21.4525591552;95.7675297792
50.0014053376;31.3825071104
64.9995041792;44.961769472
80.0847391744;162.2836050944
56.5410910208;53.1626068992
50.7225307136;8.3969918976
43.0578434048;138.100425216
57.3898195968;131.4246825984
87.5530113024;72.579012608
16.538733568;26.5982130176
25.9898836992;177.716036096
47.1996131328;160.4156337152
63.143361024;71.8739574784
17.2635543552;115.6702862336
48.7992430592;140.235588096
4.0538126336;111.2570144768
5.2935391232;7.7609310208
67.3688321024;29.294065152
6.7831615488;38.2645879808
13.8331283456;1.3711652864
57.3827985408;11.3044231168
17.9014759424;159.659280384
16.3063716864;173.3217552384
23.5561852928;41.4945554432
32.9356261376;17.7382529024
47.0451709952;10.7809691648
84.09997056;18.9608998912
45.849708032;3.614279168
29.1749006336;69.654624768
18.7651953664;152.3978471424
16.1052087296;81.7052258304
